Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
11/24/2022,US,United States of America,AMR,,97000477,,1066874
11/25/2022,US,United States of America,AMR,300171,97300648,2619,1069493
11/26/2022,US,United States of America,AMR,,97300648,,1069493
11/27/2022,US,United States of America,AMR,,97300648,,1069493
11/28/2022,US,United States of America,AMR,,97300648,,1069493
11/29/2022,US,United States of America,AMR,,97300648,,1069493
11/30/2022,US,United States of America,AMR,,97300648,,1069493
12/1/2022,US,United States of America,AMR,,97300648,,1069493
12/2/2022,US,United States of America,AMR,302599,97603247,1763,1071256
12/3/2022,US,United States of America,AMR,,97603247,,1071256
12/4/2022,US,United States of America,AMR,,97603247,,1071256
12/5/2022,US,United States of America,AMR,,97603247,,1071256
12/6/2022,US,United States of America,AMR,,97603247,,1071256
12/7/2022,US,United States of America,AMR,,97603247,,1071256
12/8/2022,US,United States of America,AMR,,97603247,,1071256
12/9/2022,US,United States of America,AMR,462223,98065470,3035,1074291
12/10/2022,US,United States of America,AMR,,98065470,,1074291
12/11/2022,US,United States of America,AMR,,98065470,,1074291
12/12/2022,US,United States of America,AMR,,98065470,,1074291
12/13/2022,US,United States of America,AMR,,98065470,,1074291
12/14/2022,US,United States of America,AMR,,98065470,,1074291
12/15/2022,US,United States of America,AMR,,98065470,,1074291
12/16/2022,US,United States of America,AMR,446014,98511484,2652,1076943
12/17/2022,US,United States of America,AMR,,98511484,,1076943
12/18/2022,US,United States of America,AMR,,98511484,,1076943
12/19/2022,US,United States of America,AMR,,98511484,,1076943
12/20/2022,US,United States of America,AMR,,98511484,,1076943
12/21/2022,US,United States of America,AMR,,98511484,,1076943
12/22/2022,US,United States of America,AMR,,98511484,,1076943
12/23/2022,US,United States of America,AMR,508009,99019493,3033,1079976
12/24/2022,US,United States of America,AMR,,99019493,,1079976
12/25/2022,US,United States of America,AMR,,99019493,,1079976
12/26/2022,US,United States of America,AMR,,99019493,,1079976
12/27/2022,US,United States of America,AMR,,99019493,,1079976
12/28/2022,US,United States of America,AMR,,99019493,,1079976
12/29/2022,US,United States of America,AMR,,99019493,,1079976
12/30/2022,US,United States of America,AMR,392203,99411696,2480,1082456
12/31/2022,US,United States of America,AMR,,99411696,,1082456
1/1/2023,US,United States of America,AMR,,99411696,,1082456
1/2/2023,US,United States of America,AMR,,99411696,,1082456
1/3/2023,US,United States of America,AMR,,99411696,,1082456
1/4/2023,US,United States of America,AMR,,99411696,,1082456
1/5/2023,US,United States of America,AMR,,99411696,,1082456
1/6/2023,US,United States of America,AMR,471714,99883410,2764,1085220
1/7/2023,US,United States of America,AMR,,99883410,,1085220
1/8/2023,US,United States of America,AMR,,99883410,,1085220
1/9/2023,US,United States of America,AMR,,99883410,,1085220
1/10/2023,US,United States of America,AMR,,99883410,,1085220
1/11/2023,US,United States of America,AMR,,99883410,,1085220
1/12/2023,US,United States of America,AMR,,99883410,,1085220
1/13/2023,US,United States of America,AMR,448092,100331502,4407,1089627
1/14/2023,US,United States of America,AMR,,100331502,,1089627
1/15/2023,US,United States of America,AMR,,100331502,,1089627
1/16/2023,US,United States of America,AMR,,100331502,,1089627
1/17/2023,US,United States of America,AMR,,100331502,,1089627
1/18/2023,US,United States of America,AMR,,100331502,,1089627
1/19/2023,US,United States of America,AMR,,100331502,,1089627
1/20/2023,US,United States of America,AMR,308025,100639527,3664,1093291
1/21/2023,US,United States of America,AMR,,100639527,,1093291
1/22/2023,US,United States of America,AMR,,100639527,,1093291
1/23/2023,US,United States of America,AMR,,100639527,,1093291
1/24/2023,US,United States of America,AMR,,100639527,,1093291
1/25/2023,US,United States of America,AMR,,100639527,,1093291
1/26/2023,US,United States of America,AMR,,100639527,,1093291
1/27/2023,US,United States of America,AMR,294867,100934394,3743,1097034
1/28/2023,US,United States of America,AMR,,100934394,,1097034
1/29/2023,US,United States of America,AMR,,100934394,,1097034
1/30/2023,US,United States of America,AMR,,100934394,,1097034
1/31/2023,US,United States of America,AMR,,100934394,,1097034
2/1/2023,US,United States of America,AMR,,100934394,,1097034
2/2/2023,US,United States of America,AMR,,100934394,,1097034
2/3/2023,US,United States of America,AMR,285402,101219796,3452,1100486
2/4/2023,US,United States of America,AMR,,101219796,,1100486
2/5/2023,US,United States of America,AMR,,101219796,,1100486
2/6/2023,US,United States of America,AMR,,101219796,,1100486
2/7/2023,US,United States of America,AMR,,101219796,,1100486
2/8/2023,US,United States of America,AMR,,101219796,,1100486
2/9/2023,US,United States of America,AMR,,101219796,,1100486
2/10/2023,US,United States of America,AMR,278228,101498024,3440,1103926
2/11/2023,US,United States of America,AMR,,101498024,,1103926
2/12/2023,US,United States of America,AMR,,101498024,,1103926
2/13/2023,US,United States of America,AMR,,101498024,,1103926
2/14/2023,US,United States of America,AMR,,101498024,,1103926
2/15/2023,US,United States of America,AMR,,101498024,,1103926
2/16/2023,US,United States of America,AMR,,101498024,,1103926
2/17/2023,US,United States of America,AMR,254372,101752396,2857,1106783
2/18/2023,US,United States of America,AMR,,101752396,,1106783
2/19/2023,US,United States of America,AMR,,101752396,,1106783
2/20/2023,US,United States of America,AMR,,101752396,,1106783
2/21/2023,US,United States of America,AMR,,101752396,,1106783
2/22/2023,US,United States of America,AMR,,101752396,,1106783
2/23/2023,US,United States of America,AMR,,101752396,,1106783
2/24/2023,US,United States of America,AMR,,101752396,,1106783
2/25/2023,US,United States of America,AMR,267168,102019564,2362,1109145
2/26/2023,US,United States of America,AMR,,102019564,,1109145
2/27/2023,US,United States of America,AMR,,102019564,,1109145
2/28/2023,US,United States of America,AMR,,102019564,,1109145
3/1/2023,US,United States of America,AMR,,102019564,,1109145
3/2/2023,US,United States of America,AMR,,102019564,,1109145
3/3/2023,US,United States of America,AMR,,102019564,,1109145
3/4/2023,US,United States of America,AMR,227828,102247392,2197,1111342
3/5/2023,US,United States of America,AMR,,102247392,,1111342
3/6/2023,US,United States of America,AMR,,102247392,,1111342
3/7/2023,US,United States of America,AMR,,102247392,,1111342
3/8/2023,US,United States of America,AMR,,102247392,,1111342
3/9/2023,US,United States of America,AMR,,102247392,,1111342
3/10/2023,US,United States of America,AMR,,102247392,,1111342
3/11/2023,US,United States of America,AMR,170593,102417985,1887,1113229
3/12/2023,US,United States of America,AMR,,102417985,,1113229
3/13/2023,US,United States of America,AMR,,102417985,,1113229
3/14/2023,US,United States of America,AMR,,102417985,,1113229
3/15/2023,US,United States of America,AMR,,102417985,,1113229
3/16/2023,US,United States of America,AMR,,102417985,,1113229
3/17/2023,US,United States of America,AMR,,102417985,,1113229
3/18/2023,US,United States of America,AMR,126613,102544598,1741,1114970
3/19/2023,US,United States of America,AMR,,102544598,,1114970
3/20/2023,US,United States of America,AMR,,102544598,,1114970
3/21/2023,US,United States of America,AMR,,102544598,,1114970
3/22/2023,US,United States of America,AMR,,102544598,,1114970
3/23/2023,US,United States of America,AMR,,102544598,,1114970
3/24/2023,US,United States of America,AMR,,102544598,,1114970
3/25/2023,US,United States of America,AMR,152968,102697566,2084,1117054
3/26/2023,US,United States of America,AMR,,102697566,,1117054
3/27/2023,US,United States of America,AMR,,102697566,,1117054
3/28/2023,US,United States of America,AMR,,102697566,,1117054
3/29/2023,US,United States of America,AMR,,102697566,,1117054
3/30/2023,US,United States of America,AMR,,102697566,,1117054
3/31/2023,US,United States of America,AMR,,102697566,,1117054
4/1/2023,US,United States of America,AMR,176358,102873924,1746,1118800
4/2/2023,US,United States of America,AMR,,102873924,,1118800
4/3/2023,US,United States of America,AMR,,102873924,,1118800
4/4/2023,US,United States of America,AMR,,102873924,,1118800
4/5/2023,US,United States of America,AMR,,102873924,,1118800
4/6/2023,US,United States of America,AMR,,102873924,,1118800
4/7/2023,US,United States of America,AMR,,102873924,,1118800
4/8/2023,US,United States of America,AMR,,102873924,,1118800
4/9/2023,US,United States of America,AMR,103472,102977396,1729,1120529
4/10/2023,US,United States of America,AMR,,102977396,,1120529
4/11/2023,US,United States of America,AMR,,102977396,,1120529
4/12/2023,US,United States of America,AMR,,102977396,,1120529
4/13/2023,US,United States of America,AMR,,102977396,,1120529
4/14/2023,US,United States of America,AMR,,102977396,,1120529
4/15/2023,US,United States of America,AMR,,102977396,,1120529
4/16/2023,US,United States of America,AMR,104057,103081453,1290,1121819
4/17/2023,US,United States of America,AMR,,103081453,,1121819
4/18/2023,US,United States of America,AMR,,103081453,,1121819
4/19/2023,US,United States of America,AMR,,103081453,,1121819
4/20/2023,US,United States of America,AMR,,103081453,,1121819
4/21/2023,US,United States of America,AMR,,103081453,,1121819
4/22/2023,US,United States of America,AMR,,103081453,,1121819
4/23/2023,US,United States of America,AMR,98467,103179920,1198,1123017
4/24/2023,US,United States of America,AMR,,103179920,,1123017
4/25/2023,US,United States of America,AMR,,103179920,,1123017
4/26/2023,US,United States of America,AMR,,103179920,,1123017
4/27/2023,US,United States of America,AMR,,103179920,,1123017
4/28/2023,US,United States of America,AMR,,103179920,,1123017
4/29/2023,US,United States of America,AMR,,103179920,,1123017
4/30/2023,US,United States of America,AMR,86484,103266404,1046,1124063
5/1/2023,US,United States of America,AMR,,103266404,,1124063
5/2/2023,US,United States of America,AMR,,103266404,,1124063
5/3/2023,US,United States of America,AMR,,103266404,,1124063
5/4/2023,US,United States of America,AMR,,103266404,,1124063
5/5/2023,US,United States of America,AMR,,103266404,,1124063
5/6/2023,US,United States of America,AMR,,103266404,,1124063
5/7/2023,US,United States of America,AMR,77165,103343569,1146,1125209
5/8/2023,US,United States of America,AMR,,103343569,,1125209
5/9/2023,US,United States of America,AMR,,103343569,,1125209
5/10/2023,US,United States of America,AMR,,103343569,,1125209
5/11/2023,US,United States of America,AMR,,103343569,,1125209
5/12/2023,US,United States of America,AMR,,103343569,,1125209
5/13/2023,US,United States of America,AMR,,103343569,,1125209
5/14/2023,US,United States of America,AMR,93260,103436829,1943,1127152
5/15/2023,US,United States of America,AMR,,103436829,,1127152
5/16/2023,US,United States of America,AMR,,103436829,761,1127913
5/17/2023,US,United States of America,AMR,,103436829,,1127913
5/18/2023,US,United States of America,AMR,,103436829,,1127913
5/19/2023,US,United States of America,AMR,,103436829,,1127913
5/20/2023,US,United States of America,AMR,,103436829,,1127913
5/21/2023,US,United States of America,AMR,,103436829,,1127913
5/22/2023,US,United States of America,AMR,,103436829,,1127913
5/23/2023,US,United States of America,AMR,,103436829,743,1128656
5/24/2023,US,United States of America,AMR,,103436829,,1128656
5/25/2023,US,United States of America,AMR,,103436829,,1128656
5/26/2023,US,United States of America,AMR,,103436829,,1128656
5/27/2023,US,United States of America,AMR,,103436829,,1128656
5/28/2023,US,United States of America,AMR,,103436829,,1128656
5/29/2023,US,United States of America,AMR,,103436829,,1128656
5/30/2023,US,United States of America,AMR,,103436829,697,1129353
5/31/2023,US,United States of America,AMR,,103436829,,1129353
6/1/2023,US,United States of America,AMR,,103436829,,1129353
6/2/2023,US,United States of America,AMR,,103436829,,1129353
6/3/2023,US,United States of America,AMR,,103436829,,1129353
6/4/2023,US,United States of America,AMR,,103436829,,1129353
6/5/2023,US,United States of America,AMR,,103436829,,1129353
6/6/2023,US,United States of America,AMR,,103436829,633,1129986
6/7/2023,US,United States of America,AMR,,103436829,,1129986
6/8/2023,US,United States of America,AMR,,103436829,,1129986
6/9/2023,US,United States of America,AMR,,103436829,,1129986
6/10/2023,US,United States of America,AMR,,103436829,,1129986
6/11/2023,US,United States of America,AMR,,103436829,,1129986
6/12/2023,US,United States of America,AMR,,103436829,,1129986
6/13/2023,US,United States of America,AMR,,103436829,613,1130599
6/14/2023,US,United States of America,AMR,,103436829,,1130599
6/15/2023,US,United States of America,AMR,,103436829,,1130599
6/16/2023,US,United States of America,AMR,,103436829,,1130599
6/17/2023,US,United States of America,AMR,,103436829,,1130599
6/18/2023,US,United States of America,AMR,,103436829,,1130599
6/19/2023,US,United States of America,AMR,,103436829,,1130599
6/20/2023,US,United States of America,AMR,,103436829,584,1131183
6/21/2023,US,United States of America,AMR,,103436829,,1131183
6/22/2023,US,United States of America,AMR,,103436829,,1131183
6/23/2023,US,United States of America,AMR,,103436829,,1131183
6/24/2023,US,United States of America,AMR,,103436829,,1131183
6/25/2023,US,United States of America,AMR,,103436829,,1131183
6/26/2023,US,United States of America,AMR,,103436829,,1131183
6/27/2023,US,United States of America,AMR,,103436829,543,1131726
6/28/2023,US,United States of America,AMR,,103436829,,1131726
6/29/2023,US,United States of America,AMR,,103436829,,1131726
6/30/2023,US,United States of America,AMR,,103436829,,1131726
7/1/2023,US,United States of America,AMR,,103436829,,1131726
7/2/2023,US,United States of America,AMR,,103436829,,1131726
7/3/2023,US,United States of America,AMR,,103436829,,1131726
7/4/2023,US,United States of America,AMR,,103436829,494,1132220
7/5/2023,US,United States of America,AMR,,103436829,,1132220
7/6/2023,US,United States of America,AMR,,103436829,,1132220
7/7/2023,US,United States of America,AMR,,103436829,,1132220
7/8/2023,US,United States of America,AMR,,103436829,,1132220
7/9/2023,US,United States of America,AMR,,103436829,,1132220
7/10/2023,US,United States of America,AMR,,103436829,,1132220
7/11/2023,US,United States of America,AMR,,103436829,510,1132730
7/12/2023,US,United States of America,AMR,,103436829,,1132730
7/13/2023,US,United States of America,AMR,,103436829,,1132730
7/14/2023,US,United States of America,AMR,,103436829,,1132730
7/15/2023,US,United States of America,AMR,,103436829,,1132730
7/16/2023,US,United States of America,AMR,,103436829,,1132730
7/17/2023,US,United States of America,AMR,,103436829,,1132730
7/18/2023,US,United States of America,AMR,,103436829,540,1133270
7/19/2023,US,United States of America,AMR,,103436829,,1133270
7/20/2023,US,United States of America,AMR,,103436829,,1133270
7/21/2023,US,United States of America,AMR,,103436829,,1133270
7/22/2023,US,United States of America,AMR,,103436829,,1133270
7/23/2023,US,United States of America,AMR,,103436829,,1133270
7/24/2023,US,United States of America,AMR,,103436829,,1133270
7/25/2023,US,United States of America,AMR,,103436829,554,1133824
7/26/2023,US,United States of America,AMR,,103436829,,1133824
7/27/2023,US,United States of America,AMR,,103436829,,1133824
7/28/2023,US,United States of America,AMR,,103436829,,1133824
7/29/2023,US,United States of America,AMR,,103436829,,1133824
7/30/2023,US,United States of America,AMR,,103436829,,1133824
7/31/2023,US,United States of America,AMR,,103436829,,1133824
8/1/2023,US,United States of America,AMR,,103436829,673,1134497
8/2/2023,US,United States of America,AMR,,103436829,,1134497
8/3/2023,US,United States of America,AMR,,103436829,,1134497
8/4/2023,US,United States of America,AMR,,103436829,,1134497
8/5/2023,US,United States of America,AMR,,103436829,,1134497
8/6/2023,US,United States of America,AMR,,103436829,,1134497
8/7/2023,US,United States of America,AMR,,103436829,,1134497
8/8/2023,US,United States of America,AMR,,103436829,754,1135251
8/9/2023,US,United States of America,AMR,,103436829,,1135251
8/10/2023,US,United States of America,AMR,,103436829,,1135251
8/11/2023,US,United States of America,AMR,,103436829,,1135251
8/12/2023,US,United States of America,AMR,,103436829,,1135251
8/13/2023,US,United States of America,AMR,,103436829,,1135251
8/14/2023,US,United States of America,AMR,,103436829,,1135251
8/15/2023,US,United States of America,AMR,,103436829,925,1136176
8/16/2023,US,United States of America,AMR,,103436829,,1136176
8/17/2023,US,United States of America,AMR,,103436829,,1136176
8/18/2023,US,United States of America,AMR,,103436829,,1136176
8/19/2023,US,United States of America,AMR,,103436829,,1136176
8/20/2023,US,United States of America,AMR,,103436829,,1136176
8/21/2023,US,United States of America,AMR,,103436829,,1136176
8/22/2023,US,United States of America,AMR,,103436829,1068,1137244
8/23/2023,US,United States of America,AMR,,103436829,,1137244
8/24/2023,US,United States of America,AMR,,103436829,,1137244
8/25/2023,US,United States of America,AMR,,103436829,,1137244
8/26/2023,US,United States of America,AMR,,103436829,,1137244
8/27/2023,US,United States of America,AMR,,103436829,,1137244
8/28/2023,US,United States of America,AMR,,103436829,,1137244
8/29/2023,US,United States of America,AMR,,103436829,1188,1138432
8/30/2023,US,United States of America,AMR,,103436829,,1138432
8/31/2023,US,United States of America,AMR,,103436829,,1138432
9/1/2023,US,United States of America,AMR,,103436829,,1138432
9/2/2023,US,United States of America,AMR,,103436829,,1138432
9/3/2023,US,United States of America,AMR,,103436829,,1138432
9/4/2023,US,United States of America,AMR,,103436829,,1138432
9/5/2023,US,United States of America,AMR,,103436829,1317,1139749
9/6/2023,US,United States of America,AMR,,103436829,,1139749
9/7/2023,US,United States of America,AMR,,103436829,,1139749
9/8/2023,US,United States of America,AMR,,103436829,,1139749
9/9/2023,US,United States of America,AMR,,103436829,,1139749
9/10/2023,US,United States of America,AMR,,103436829,,1139749
9/11/2023,US,United States of America,AMR,,103436829,,1139749
9/12/2023,US,United States of America,AMR,,103436829,1412,1141161
9/13/2023,US,United States of America,AMR,,103436829,,1141161
9/14/2023,US,United States of America,AMR,,103436829,,1141161
9/15/2023,US,United States of America,AMR,,103436829,,1141161
9/16/2023,US,United States of America,AMR,,103436829,,1141161
9/17/2023,US,United States of America,AMR,,103436829,,1141161
9/18/2023,US,United States of America,AMR,,103436829,,1141161
9/19/2023,US,United States of America,AMR,,103436829,1419,1142580
9/20/2023,US,United States of America,AMR,,103436829,,1142580
9/21/2023,US,United States of America,AMR,,103436829,,1142580
9/22/2023,US,United States of America,AMR,,103436829,,1142580
9/23/2023,US,United States of America,AMR,,103436829,,1142580
9/24/2023,US,United States of America,AMR,,103436829,,1142580
9/25/2023,US,United States of America,AMR,,103436829,,1142580
9/26/2023,US,United States of America,AMR,,103436829,1459,1144039
9/27/2023,US,United States of America,AMR,,103436829,,1144039
9/28/2023,US,United States of America,AMR,,103436829,,1144039
9/29/2023,US,United States of America,AMR,,103436829,,1144039
9/30/2023,US,United States of America,AMR,,103436829,,1144039
10/1/2023,US,United States of America,AMR,,103436829,,1144039
10/2/2023,US,United States of America,AMR,,103436829,,1144039
10/3/2023,US,United States of America,AMR,,103436829,1402,1145441
10/4/2023,US,United States of America,AMR,,103436829,,1145441
10/5/2023,US,United States of America,AMR,,103436829,,1145441
10/6/2023,US,United States of America,AMR,,103436829,,1145441
10/7/2023,US,United States of America,AMR,,103436829,,1145441
10/8/2023,US,United States of America,AMR,,103436829,,1145441
10/9/2023,US,United States of America,AMR,,103436829,,1145441
10/10/2023,US,United States of America,AMR,,103436829,1317,1146758
10/11/2023,US,United States of America,AMR,,103436829,,1146758
10/12/2023,US,United States of America,AMR,,103436829,,1146758
10/13/2023,US,United States of America,AMR,,103436829,,1146758
10/14/2023,US,United States of America,AMR,,103436829,,1146758
10/15/2023,US,United States of America,AMR,,103436829,,1146758
10/16/2023,US,United States of America,AMR,,103436829,,1146758
10/17/2023,US,United States of America,AMR,,103436829,1394,1148152
10/18/2023,US,United States of America,AMR,,103436829,,1148152
10/19/2023,US,United States of America,AMR,,103436829,,1148152
10/20/2023,US,United States of America,AMR,,103436829,,1148152
10/21/2023,US,United States of America,AMR,,103436829,,1148152
10/22/2023,US,United States of America,AMR,,103436829,,1148152
10/23/2023,US,United States of America,AMR,,103436829,,1148152
10/24/2023,US,United States of America,AMR,,103436829,1292,1149444
10/25/2023,US,United States of America,AMR,,103436829,,1149444
10/26/2023,US,United States of America,AMR,,103436829,,1149444
10/27/2023,US,United States of America,AMR,,103436829,,1149444
10/28/2023,US,United States of America,AMR,,103436829,,1149444
10/29/2023,US,United States of America,AMR,,103436829,,1149444
10/30/2023,US,United States of America,AMR,,103436829,,1149444
10/31/2023,US,United States of America,AMR,,103436829,1247,1150691
11/1/2023,US,United States of America,AMR,,103436829,,1150691
11/2/2023,US,United States of America,AMR,,103436829,,1150691
11/3/2023,US,United States of America,AMR,,103436829,,1150691
11/4/2023,US,United States of America,AMR,,103436829,,1150691
11/5/2023,US,United States of America,AMR,,103436829,,1150691
11/6/2023,US,United States of America,AMR,,103436829,,1150691
11/7/2023,US,United States of America,AMR,,103436829,1395,1152086
11/8/2023,US,United States of America,AMR,,103436829,,1152086
11/9/2023,US,United States of America,AMR,,103436829,,1152086
11/10/2023,US,United States of America,AMR,,103436829,,1152086
11/11/2023,US,United States of America,AMR,,103436829,,1152086
11/12/2023,US,United States of America,AMR,,103436829,,1152086
11/13/2023,US,United States of America,AMR,,103436829,,1152086
11/14/2023,US,United States of America,AMR,,103436829,1431,1153517
11/15/2023,US,United States of America,AMR,,103436829,,1153517
11/16/2023,US,United States of America,AMR,,103436829,,1153517
11/17/2023,US,United States of America,AMR,,103436829,,1153517
11/18/2023,US,United States of America,AMR,,103436829,,1153517
11/19/2023,US,United States of America,AMR,,103436829,,1153517
11/20/2023,US,United States of America,AMR,,103436829,,1153517
11/21/2023,US,United States of America,AMR,,103436829,1428,1154945
11/22/2023,US,United States of America,AMR,,103436829,,1154945
11/23/2023,US,United States of America,AMR,,103436829,,1154945
11/24/2023,US,United States of America,AMR,,103436829,,1154945
11/25/2023,US,United States of America,AMR,,103436829,,1154945
11/26/2023,US,United States of America,AMR,,103436829,,1154945
11/27/2023,US,United States of America,AMR,,103436829,,1154945
11/28/2023,US,United States of America,AMR,,103436829,1735,1156680
11/29/2023,US,United States of America,AMR,,103436829,,1156680
11/30/2023,US,United States of America,AMR,,103436829,,1156680
12/1/2023,US,United States of America,AMR,,103436829,,1156680
12/2/2023,US,United States of America,AMR,,103436829,,1156680
12/3/2023,US,United States of America,AMR,,103436829,,1156680
12/4/2023,US,United States of America,AMR,,103436829,,1156680
12/5/2023,US,United States of America,AMR,,103436829,1794,1158474
12/6/2023,US,United States of America,AMR,,103436829,,1158474
12/7/2023,US,United States of America,AMR,,103436829,,1158474
12/8/2023,US,United States of America,AMR,,103436829,,1158474
12/9/2023,US,United States of America,AMR,,103436829,,1158474
12/10/2023,US,United States of America,AMR,,103436829,,1158474
12/11/2023,US,United States of America,AMR,,103436829,,1158474
12/12/2023,US,United States of America,AMR,,103436829,1851,1160325
12/13/2023,US,United States of America,AMR,,103436829,,1160325
12/14/2023,US,United States of America,AMR,,103436829,,1160325
12/15/2023,US,United States of America,AMR,,103436829,,1160325
12/16/2023,US,United States of America,AMR,,103436829,,1160325
12/17/2023,US,United States of America,AMR,,103436829,,1160325
12/18/2023,US,United States of America,AMR,,103436829,,1160325
12/19/2023,US,United States of America,AMR,,103436829,1938,1162263
12/20/2023,US,United States of America,AMR,,103436829,,1162263
12/21/2023,US,United States of America,AMR,,103436829,,1162263
12/22/2023,US,United States of America,AMR,,103436829,,1162263
12/23/2023,US,United States of America,AMR,,103436829,,1162263
12/24/2023,US,United States of America,AMR,,103436829,,1162263
12/25/2023,US,United States of America,AMR,,103436829,,1162263
12/26/2023,US,United States of America,AMR,,103436829,2234,1164497
12/27/2023,US,United States of America,AMR,,103436829,,1164497
12/28/2023,US,United States of America,AMR,,103436829,,1164497
12/29/2023,US,United States of America,AMR,,103436829,,1164497
12/30/2023,US,United States of America,AMR,,103436829,,1164497
12/31/2023,US,United States of America,AMR,,103436829,,1164497
1/1/2024,US,United States of America,AMR,,103436829,,1164497
1/2/2024,US,United States of America,AMR,,103436829,2500,1166997
1/3/2024,US,United States of America,AMR,,103436829,,1166997
1/4/2024,US,United States of America,AMR,,103436829,,1166997
1/5/2024,US,United States of America,AMR,,103436829,,1166997
1/6/2024,US,United States of America,AMR,,103436829,,1166997
1/7/2024,US,United States of America,AMR,,103436829,,1166997
1/8/2024,US,United States of America,AMR,,103436829,,1166997
1/9/2024,US,United States of America,AMR,,103436829,2593,1169590
1/10/2024,US,United States of America,AMR,,103436829,,1169590
1/11/2024,US,United States of America,AMR,,103436829,,1169590
1/12/2024,US,United States of America,AMR,,103436829,,1169590
1/13/2024,US,United States of America,AMR,,103436829,,1169590
1/14/2024,US,United States of America,AMR,,103436829,,1169590
1/15/2024,US,United States of America,AMR,,103436829,,1169590
1/16/2024,US,United States of America,AMR,,103436829,2370,1171960
1/17/2024,US,United States of America,AMR,,103436829,,1171960
1/18/2024,US,United States of America,AMR,,103436829,,1171960
1/19/2024,US,United States of America,AMR,,103436829,,1171960
1/20/2024,US,United States of America,AMR,,103436829,,1171960
1/21/2024,US,United States of America,AMR,,103436829,,1171960
1/22/2024,US,United States of America,AMR,,103436829,,1171960
1/23/2024,US,United States of America,AMR,,103436829,2139,1174099
1/24/2024,US,United States of America,AMR,,103436829,,1174099
1/25/2024,US,United States of America,AMR,,103436829,,1174099
1/26/2024,US,United States of America,AMR,,103436829,,1174099
1/27/2024,US,United States of America,AMR,,103436829,,1174099
1/28/2024,US,United States of America,AMR,,103436829,,1174099
1/29/2024,US,United States of America,AMR,,103436829,,1174099
1/30/2024,US,United States of America,AMR,,103436829,1748,1175847
1/31/2024,US,United States of America,AMR,,103436829,,1175847
2/1/2024,US,United States of America,AMR,,103436829,,1175847
2/2/2024,US,United States of America,AMR,,103436829,,1175847
2/3/2024,US,United States of America,AMR,,103436829,,1175847
2/4/2024,US,United States of America,AMR,,103436829,,1175847
2/5/2024,US,United States of America,AMR,,103436829,,1175847
2/6/2024,US,United States of America,AMR,,103436829,1628,1177475
2/7/2024,US,United States of America,AMR,,103436829,,1177475
2/8/2024,US,United States of America,AMR,,103436829,,1177475
2/9/2024,US,United States of America,AMR,,103436829,,1177475
2/10/2024,US,United States of America,AMR,,103436829,,1177475
2/11/2024,US,United States of America,AMR,,103436829,,1177475
2/12/2024,US,United States of America,AMR,,103436829,,1177475
2/13/2024,US,United States of America,AMR,,103436829,1393,1178868
2/14/2024,US,United States of America,AMR,,103436829,,1178868
2/15/2024,US,United States of America,AMR,,103436829,,1178868
2/16/2024,US,United States of America,AMR,,103436829,,1178868
2/17/2024,US,United States of America,AMR,,103436829,,1178868
2/18/2024,US,United States of America,AMR,,103436829,,1178868
2/19/2024,US,United States of America,AMR,,103436829,,1178868
2/20/2024,US,United States of America,AMR,,103436829,1329,1180197
2/21/2024,US,United States of America,AMR,,103436829,,1180197
2/22/2024,US,United States of America,AMR,,103436829,,1180197
2/23/2024,US,United States of America,AMR,,103436829,,1180197
2/24/2024,US,United States of America,AMR,,103436829,,1180197
2/25/2024,US,United States of America,AMR,,103436829,,1180197
2/26/2024,US,United States of America,AMR,,103436829,,1180197
2/27/2024,US,United States of America,AMR,,103436829,1276,1181473
2/28/2024,US,United States of America,AMR,,103436829,,1181473
2/29/2024,US,United States of America,AMR,,103436829,,1181473
3/1/2024,US,United States of America,AMR,,103436829,,1181473
3/2/2024,US,United States of America,AMR,,103436829,,1181473
3/3/2024,US,United States of America,AMR,,103436829,,1181473
3/4/2024,US,United States of America,AMR,,103436829,,1181473
3/5/2024,US,United States of America,AMR,,103436829,1105,1182578
3/6/2024,US,United States of America,AMR,,103436829,,1182578
3/7/2024,US,United States of America,AMR,,103436829,,1182578
3/8/2024,US,United States of America,AMR,,103436829,,1182578
3/9/2024,US,United States of America,AMR,,103436829,,1182578
3/10/2024,US,United States of America,AMR,,103436829,,1182578
3/11/2024,US,United States of America,AMR,,103436829,,1182578
3/12/2024,US,United States of America,AMR,,103436829,1047,1183625
3/13/2024,US,United States of America,AMR,,103436829,,1183625
3/14/2024,US,United States of America,AMR,,103436829,,1183625
3/15/2024,US,United States of America,AMR,,103436829,,1183625
3/16/2024,US,United States of America,AMR,,103436829,,1183625
3/17/2024,US,United States of America,AMR,,103436829,,1183625
3/18/2024,US,United States of America,AMR,,103436829,,1183625
3/19/2024,US,United States of America,AMR,,103436829,853,1184478
3/20/2024,US,United States of America,AMR,,103436829,,1184478
3/21/2024,US,United States of America,AMR,,103436829,,1184478
3/22/2024,US,United States of America,AMR,,103436829,,1184478
3/23/2024,US,United States of America,AMR,,103436829,,1184478
3/24/2024,US,United States of America,AMR,,103436829,,1184478
3/25/2024,US,United States of America,AMR,,103436829,,1184478
3/26/2024,US,United States of America,AMR,,103436829,743,1185221
3/27/2024,US,United States of America,AMR,,103436829,,1185221
3/28/2024,US,United States of America,AMR,,103436829,,1185221
