Date_reported,Country_code,Country,WHO_region,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
3/29/2024,US,United States of America,AMR,,103436829,,1185221
3/30/2024,US,United States of America,AMR,,103436829,,1185221
3/31/2024,US,United States of America,AMR,,103436829,,1185221
4/1/2024,US,United States of America,AMR,,103436829,,1185221
4/2/2024,US,United States of America,AMR,,103436829,635,1185856
4/3/2024,US,United States of America,AMR,,103436829,,1185856
4/4/2024,US,United States of America,AMR,,103436829,,1185856
4/5/2024,US,United States of America,AMR,,103436829,,1185856
4/6/2024,US,United States of America,AMR,,103436829,,1185856
4/7/2024,US,United States of America,AMR,,103436829,,1185856
4/8/2024,US,United States of America,AMR,,103436829,,1185856
4/9/2024,US,United States of America,AMR,,103436829,575,1186431
4/10/2024,US,United States of America,AMR,,103436829,,1186431
4/11/2024,US,United States of America,AMR,,103436829,,1186431
4/12/2024,US,United States of America,AMR,,103436829,,1186431
4/13/2024,US,United States of America,AMR,,103436829,,1186431
4/14/2024,US,United States of America,AMR,,103436829,,1186431
4/15/2024,US,United States of America,AMR,,103436829,,1186431
4/16/2024,US,United States of America,AMR,,103436829,501,1186932
4/17/2024,US,United States of America,AMR,,103436829,,1186932
4/18/2024,US,United States of America,AMR,,103436829,,1186932
4/19/2024,US,United States of America,AMR,,103436829,,1186932
4/20/2024,US,United States of America,AMR,,103436829,,1186932
4/21/2024,US,United States of America,AMR,,103436829,,1186932
4/22/2024,US,United States of America,AMR,,103436829,,1186932
4/23/2024,US,United States of America,AMR,,103436829,430,1187362
4/24/2024,US,United States of America,AMR,,103436829,,1187362
4/25/2024,US,United States of America,AMR,,103436829,,1187362
4/26/2024,US,United States of America,AMR,,103436829,,1187362
4/27/2024,US,United States of America,AMR,,103436829,,1187362
4/28/2024,US,United States of America,AMR,,103436829,,1187362
4/29/2024,US,United States of America,AMR,,103436829,,1187362
4/30/2024,US,United States of America,AMR,,103436829,427,1187789
5/1/2024,US,United States of America,AMR,,103436829,,1187789
5/2/2024,US,United States of America,AMR,,103436829,,1187789
5/3/2024,US,United States of America,AMR,,103436829,,1187789
5/4/2024,US,United States of America,AMR,,103436829,,1187789
5/5/2024,US,United States of America,AMR,,103436829,,1187789
5/6/2024,US,United States of America,AMR,,103436829,,1187789
5/7/2024,US,United States of America,AMR,,103436829,334,1188123
5/8/2024,US,United States of America,AMR,,103436829,,1188123
5/9/2024,US,United States of America,AMR,,103436829,,1188123
5/10/2024,US,United States of America,AMR,,103436829,,1188123
5/11/2024,US,United States of America,AMR,,103436829,,1188123
5/12/2024,US,United States of America,AMR,,103436829,,1188123
5/13/2024,US,United States of America,AMR,,103436829,,1188123
5/14/2024,US,United States of America,AMR,,103436829,340,1188463
5/15/2024,US,United States of America,AMR,,103436829,,1188463
5/16/2024,US,United States of America,AMR,,103436829,,1188463
5/17/2024,US,United States of America,AMR,,103436829,,1188463
5/18/2024,US,United States of America,AMR,,103436829,,1188463
5/19/2024,US,United States of America,AMR,,103436829,,1188463
5/20/2024,US,United States of America,AMR,,103436829,,1188463
5/21/2024,US,United States of America,AMR,,103436829,344,1188807
5/22/2024,US,United States of America,AMR,,103436829,,1188807
5/23/2024,US,United States of America,AMR,,103436829,,1188807
5/24/2024,US,United States of America,AMR,,103436829,,1188807
5/25/2024,US,United States of America,AMR,,103436829,,1188807
5/26/2024,US,United States of America,AMR,,103436829,,1188807
5/27/2024,US,United States of America,AMR,,103436829,,1188807
5/28/2024,US,United States of America,AMR,,103436829,326,1189133
5/29/2024,US,United States of America,AMR,,103436829,,1189133
5/30/2024,US,United States of America,AMR,,103436829,,1189133
5/31/2024,US,United States of America,AMR,,103436829,,1189133
6/1/2024,US,United States of America,AMR,,103436829,,1189133
6/2/2024,US,United States of America,AMR,,103436829,,1189133
6/3/2024,US,United States of America,AMR,,103436829,,1189133
6/4/2024,US,United States of America,AMR,,103436829,314,1189447
6/5/2024,US,United States of America,AMR,,103436829,,1189447
6/6/2024,US,United States of America,AMR,,103436829,,1189447
6/7/2024,US,United States of America,AMR,,103436829,,1189447
6/8/2024,US,United States of America,AMR,,103436829,,1189447
6/9/2024,US,United States of America,AMR,,103436829,,1189447
6/10/2024,US,United States of America,AMR,,103436829,,1189447
6/11/2024,US,United States of America,AMR,,103436829,367,1189814
6/12/2024,US,United States of America,AMR,,103436829,,1189814
6/13/2024,US,United States of America,AMR,,103436829,,1189814
6/14/2024,US,United States of America,AMR,,103436829,,1189814
6/15/2024,US,United States of America,AMR,,103436829,,1189814
6/16/2024,US,United States of America,AMR,,103436829,,1189814
6/17/2024,US,United States of America,AMR,,103436829,,1189814
6/18/2024,US,United States of America,AMR,,103436829,436,1190250
6/19/2024,US,United States of America,AMR,,103436829,,1190250
6/20/2024,US,United States of America,AMR,,103436829,,1190250
6/21/2024,US,United States of America,AMR,,103436829,,1190250
6/22/2024,US,United States of America,AMR,,103436829,,1190250
6/23/2024,US,United States of America,AMR,,103436829,,1190250
6/24/2024,US,United States of America,AMR,,103436829,,1190250
6/25/2024,US,United States of America,AMR,,103436829,444,1190694
6/26/2024,US,United States of America,AMR,,103436829,,1190694
6/27/2024,US,United States of America,AMR,,103436829,,1190694
6/28/2024,US,United States of America,AMR,,103436829,,1190694
6/29/2024,US,United States of America,AMR,,103436829,,1190694
6/30/2024,US,United States of America,AMR,,103436829,,1190694
7/1/2024,US,United States of America,AMR,,103436829,,1190694
7/2/2024,US,United States of America,AMR,,103436829,533,1191227
7/3/2024,US,United States of America,AMR,,103436829,,1191227
7/4/2024,US,United States of America,AMR,,103436829,,1191227
7/5/2024,US,United States of America,AMR,,103436829,,1191227
7/6/2024,US,United States of America,AMR,,103436829,,1191227
7/7/2024,US,United States of America,AMR,,103436829,,1191227
7/8/2024,US,United States of America,AMR,,103436829,,1191227
7/9/2024,US,United States of America,AMR,,103436829,595,1191822
7/10/2024,US,United States of America,AMR,,103436829,,1191822
7/11/2024,US,United States of America,AMR,,103436829,,1191822
7/12/2024,US,United States of America,AMR,,103436829,,1191822
7/13/2024,US,United States of America,AMR,,103436829,,1191822
7/14/2024,US,United States of America,AMR,,103436829,,1191822
7/15/2024,US,United States of America,AMR,,103436829,,1191822
7/16/2024,US,United States of America,AMR,,103436829,737,1192559
7/17/2024,US,United States of America,AMR,,103436829,,1192559
7/18/2024,US,United States of America,AMR,,103436829,,1192559
7/19/2024,US,United States of America,AMR,,103436829,,1192559
7/20/2024,US,United States of America,AMR,,103436829,,1192559
7/21/2024,US,United States of America,AMR,,103436829,,1192559
7/22/2024,US,United States of America,AMR,,103436829,,1192559
7/23/2024,US,United States of America,AMR,,103436829,862,1193421
7/24/2024,US,United States of America,AMR,,103436829,,1193421
7/25/2024,US,United States of America,AMR,,103436829,,1193421
7/26/2024,US,United States of America,AMR,,103436829,,1193421
7/27/2024,US,United States of America,AMR,,103436829,,1193421
7/28/2024,US,United States of America,AMR,,103436829,,1193421
7/29/2024,US,United States of America,AMR,,103436829,,1193421
7/30/2024,US,United States of America,AMR,,103436829,990,1194411
7/31/2024,US,United States of America,AMR,,103436829,,1194411
8/1/2024,US,United States of America,AMR,,103436829,,1194411
8/2/2024,US,United States of America,AMR,,103436829,,1194411
8/3/2024,US,United States of America,AMR,,103436829,,1194411
8/4/2024,US,United States of America,AMR,,103436829,,1194411
8/5/2024,US,United States of America,AMR,,103436829,,1194411
8/6/2024,US,United States of America,AMR,,103436829,1070,1195481
8/7/2024,US,United States of America,AMR,,103436829,,1195481
8/8/2024,US,United States of America,AMR,,103436829,,1195481
8/9/2024,US,United States of America,AMR,,103436829,,1195481
8/10/2024,US,United States of America,AMR,,103436829,,1195481
8/11/2024,US,United States of America,AMR,,103436829,,1195481
8/12/2024,US,United States of America,AMR,,103436829,,1195481
8/13/2024,US,United States of America,AMR,,103436829,1083,1196564
8/14/2024,US,United States of America,AMR,,103436829,,1196564
8/15/2024,US,United States of America,AMR,,103436829,,1196564
8/16/2024,US,United States of America,AMR,,103436829,,1196564
8/17/2024,US,United States of America,AMR,,103436829,,1196564
8/18/2024,US,United States of America,AMR,,103436829,,1196564
8/19/2024,US,United States of America,AMR,,103436829,,1196564
8/20/2024,US,United States of America,AMR,,103436829,1258,1197822
8/21/2024,US,United States of America,AMR,,103436829,,1197822
8/22/2024,US,United States of America,AMR,,103436829,,1197822
8/23/2024,US,United States of America,AMR,,103436829,,1197822
8/24/2024,US,United States of America,AMR,,103436829,,1197822
8/25/2024,US,United States of America,AMR,,103436829,,1197822
8/26/2024,US,United States of America,AMR,,103436829,,1197822
8/27/2024,US,United States of America,AMR,,103436829,1359,1199181
8/28/2024,US,United States of America,AMR,,103436829,,1199181
8/29/2024,US,United States of America,AMR,,103436829,,1199181
8/30/2024,US,United States of America,AMR,,103436829,,1199181
8/31/2024,US,United States of America,AMR,,103436829,,1199181
9/1/2024,US,United States of America,AMR,,103436829,,1199181
9/2/2024,US,United States of America,AMR,,103436829,,1199181
9/3/2024,US,United States of America,AMR,,103436829,1231,1200412
9/4/2024,US,United States of America,AMR,,103436829,,1200412
9/5/2024,US,United States of America,AMR,,103436829,,1200412
9/6/2024,US,United States of America,AMR,,103436829,,1200412
9/7/2024,US,United States of America,AMR,,103436829,,1200412
9/8/2024,US,United States of America,AMR,,103436829,,1200412
9/9/2024,US,United States of America,AMR,,103436829,,1200412
9/10/2024,US,United States of America,AMR,,103436829,1245,1201657
9/11/2024,US,United States of America,AMR,,103436829,,1201657
9/12/2024,US,United States of America,AMR,,103436829,,1201657
9/13/2024,US,United States of America,AMR,,103436829,,1201657
9/14/2024,US,United States of America,AMR,,103436829,,1201657
9/15/2024,US,United States of America,AMR,,103436829,,1201657
9/16/2024,US,United States of America,AMR,,103436829,,1201657
9/17/2024,US,United States of America,AMR,,103436829,1104,1202761
9/18/2024,US,United States of America,AMR,,103436829,,1202761
9/19/2024,US,United States of America,AMR,,103436829,,1202761
9/20/2024,US,United States of America,AMR,,103436829,,1202761
9/21/2024,US,United States of America,AMR,,103436829,,1202761
9/22/2024,US,United States of America,AMR,,103436829,,1202761
9/23/2024,US,United States of America,AMR,,103436829,,1202761
9/24/2024,US,United States of America,AMR,,103436829,1035,1203796
9/25/2024,US,United States of America,AMR,,103436829,,1203796
9/26/2024,US,United States of America,AMR,,103436829,,1203796
9/27/2024,US,United States of America,AMR,,103436829,,1203796
9/28/2024,US,United States of America,AMR,,103436829,,1203796
9/29/2024,US,United States of America,AMR,,103436829,,1203796
9/30/2024,US,United States of America,AMR,,103436829,,1203796
10/1/2024,US,United States of America,AMR,,103436829,977,1204773
10/2/2024,US,United States of America,AMR,,103436829,,1204773
10/3/2024,US,United States of America,AMR,,103436829,,1204773
10/4/2024,US,United States of America,AMR,,103436829,,1204773
10/5/2024,US,United States of America,AMR,,103436829,,1204773
10/6/2024,US,United States of America,AMR,,103436829,,1204773
10/7/2024,US,United States of America,AMR,,103436829,,1204773
10/8/2024,US,United States of America,AMR,,103436829,808,1205581
10/9/2024,US,United States of America,AMR,,103436829,,1205581
10/10/2024,US,United States of America,AMR,,103436829,,1205581
10/11/2024,US,United States of America,AMR,,103436829,,1205581
10/12/2024,US,United States of America,AMR,,103436829,,1205581
10/13/2024,US,United States of America,AMR,,103436829,,1205581
10/14/2024,US,United States of America,AMR,,103436829,,1205581
10/15/2024,US,United States of America,AMR,,103436829,739,1206320
10/16/2024,US,United States of America,AMR,,103436829,,1206320
10/17/2024,US,United States of America,AMR,,103436829,,1206320
10/18/2024,US,United States of America,AMR,,103436829,,1206320
10/19/2024,US,United States of America,AMR,,103436829,,1206320
10/20/2024,US,United States of America,AMR,,103436829,,1206320
10/21/2024,US,United States of America,AMR,,103436829,,1206320
10/22/2024,US,United States of America,AMR,,103436829,646,1206966
10/23/2024,US,United States of America,AMR,,103436829,,1206966
10/24/2024,US,United States of America,AMR,,103436829,,1206966
10/25/2024,US,United States of America,AMR,,103436829,,1206966
10/26/2024,US,United States of America,AMR,,103436829,,1206966
10/27/2024,US,United States of America,AMR,,103436829,,1206966
10/28/2024,US,United States of America,AMR,,103436829,,1206966
10/29/2024,US,United States of America,AMR,,103436829,604,1207570
10/30/2024,US,United States of America,AMR,,103436829,,1207570
10/31/2024,US,United States of America,AMR,,103436829,,1207570
11/1/2024,US,United States of America,AMR,,103436829,,1207570
11/2/2024,US,United States of America,AMR,,103436829,,1207570
11/3/2024,US,United States of America,AMR,,103436829,,1207570
11/4/2024,US,United States of America,AMR,,103436829,,1207570
11/5/2024,US,United States of America,AMR,,103436829,560,1208130
11/6/2024,US,United States of America,AMR,,103436829,,1208130
11/7/2024,US,United States of America,AMR,,103436829,,1208130
11/8/2024,US,United States of America,AMR,,103436829,,1208130
11/9/2024,US,United States of America,AMR,,103436829,,1208130
11/10/2024,US,United States of America,AMR,,103436829,,1208130
11/11/2024,US,United States of America,AMR,,103436829,,1208130
11/12/2024,US,United States of America,AMR,,103436829,531,1208661
11/13/2024,US,United States of America,AMR,,103436829,,1208661
11/14/2024,US,United States of America,AMR,,103436829,,1208661
11/15/2024,US,United States of America,AMR,,103436829,,1208661
11/16/2024,US,United States of America,AMR,,103436829,,1208661
11/17/2024,US,United States of America,AMR,,103436829,,1208661
11/18/2024,US,United States of America,AMR,,103436829,,1208661
11/19/2024,US,United States of America,AMR,,103436829,474,1209135
11/20/2024,US,United States of America,AMR,,103436829,,1209135
11/21/2024,US,United States of America,AMR,,103436829,,1209135
11/22/2024,US,United States of America,AMR,,103436829,,1209135
11/23/2024,US,United States of America,AMR,,103436829,,1209135
11/24/2024,US,United States of America,AMR,,103436829,,1209135
11/25/2024,US,United States of America,AMR,,103436829,,1209135
11/26/2024,US,United States of America,AMR,,103436829,501,1209636
11/27/2024,US,United States of America,AMR,,103436829,,1209636
11/28/2024,US,United States of America,AMR,,103436829,,1209636
11/29/2024,US,United States of America,AMR,,103436829,,1209636
11/30/2024,US,United States of America,AMR,,103436829,,1209636
12/1/2024,US,United States of America,AMR,,103436829,,1209636
12/2/2024,US,United States of America,AMR,,103436829,,1209636
12/3/2024,US,United States of America,AMR,,103436829,507,1210143
12/4/2024,US,United States of America,AMR,,103436829,,1210143
12/5/2024,US,United States of America,AMR,,103436829,,1210143
12/6/2024,US,United States of America,AMR,,103436829,,1210143
12/7/2024,US,United States of America,AMR,,103436829,,1210143
12/8/2024,US,United States of America,AMR,,103436829,,1210143
12/9/2024,US,United States of America,AMR,,103436829,,1210143
12/10/2024,US,United States of America,AMR,,103436829,572,1210715
12/11/2024,US,United States of America,AMR,,103436829,,1210715
12/12/2024,US,United States of America,AMR,,103436829,,1210715
12/13/2024,US,United States of America,AMR,,103436829,,1210715
12/14/2024,US,United States of America,AMR,,103436829,,1210715
12/15/2024,US,United States of America,AMR,,103436829,,1210715
12/16/2024,US,United States of America,AMR,,103436829,,1210715
12/17/2024,US,United States of America,AMR,,103436829,597,1211312
12/18/2024,US,United States of America,AMR,,103436829,,1211312
12/19/2024,US,United States of America,AMR,,103436829,,1211312
12/20/2024,US,United States of America,AMR,,103436829,,1211312
12/21/2024,US,United States of America,AMR,,103436829,,1211312
12/22/2024,US,United States of America,AMR,,103436829,,1211312
12/23/2024,US,United States of America,AMR,,103436829,,1211312
12/24/2024,US,United States of America,AMR,,103436829,679,1211991
12/25/2024,US,United States of America,AMR,,103436829,,1211991
12/26/2024,US,United States of America,AMR,,103436829,,1211991
12/27/2024,US,United States of America,AMR,,103436829,,1211991
12/28/2024,US,United States of America,AMR,,103436829,,1211991
12/29/2024,US,United States of America,AMR,,103436829,,1211991
12/30/2024,US,United States of America,AMR,,103436829,,1211991
12/31/2024,US,United States of America,AMR,,103436829,911,1212902
1/1/2025,US,United States of America,AMR,,103436829,,1212902
1/2/2025,US,United States of America,AMR,,103436829,,1212902
1/3/2025,US,United States of America,AMR,,103436829,,1212902
1/4/2025,US,United States of America,AMR,,103436829,,1212902
1/5/2025,US,United States of America,AMR,,103436829,,1212902
1/6/2025,US,United States of America,AMR,,103436829,,1212902
1/7/2025,US,United States of America,AMR,,103436829,1052,1213954
1/8/2025,US,United States of America,AMR,,103436829,,1213954
1/9/2025,US,United States of America,AMR,,103436829,,1213954
1/10/2025,US,United States of America,AMR,,103436829,,1213954
1/11/2025,US,United States of America,AMR,,103436829,,1213954
1/12/2025,US,United States of America,AMR,,103436829,,1213954
1/13/2025,US,United States of America,AMR,,103436829,,1213954
1/14/2025,US,United States of America,AMR,,103436829,1001,1214955
1/15/2025,US,United States of America,AMR,,103436829,,1214955
1/16/2025,US,United States of America,AMR,,103436829,,1214955
1/17/2025,US,United States of America,AMR,,103436829,,1214955
1/18/2025,US,United States of America,AMR,,103436829,,1214955
1/19/2025,US,United States of America,AMR,,103436829,,1214955
1/20/2025,US,United States of America,AMR,,103436829,,1214955
1/21/2025,US,United States of America,AMR,,103436829,967,1215922
1/22/2025,US,United States of America,AMR,,103436829,,1215922
1/23/2025,US,United States of America,AMR,,103436829,,1215922
1/24/2025,US,United States of America,AMR,,103436829,,1215922
1/25/2025,US,United States of America,AMR,,103436829,,1215922
1/26/2025,US,United States of America,AMR,,103436829,,1215922
1/27/2025,US,United States of America,AMR,,103436829,,1215922
1/28/2025,US,United States of America,AMR,,103436829,941,1216863
1/29/2025,US,United States of America,AMR,,103436829,,1216863
1/30/2025,US,United States of America,AMR,,103436829,,1216863
1/31/2025,US,United States of America,AMR,,103436829,,1216863
2/1/2025,US,United States of America,AMR,,103436829,,1216863
2/2/2025,US,United States of America,AMR,,103436829,,1216863
2/3/2025,US,United States of America,AMR,,103436829,,1216863
2/4/2025,US,United States of America,AMR,,103436829,840,1217703
2/5/2025,US,United States of America,AMR,,103436829,,1217703
2/6/2025,US,United States of America,AMR,,103436829,,1217703
2/7/2025,US,United States of America,AMR,,103436829,,1217703
2/8/2025,US,United States of America,AMR,,103436829,,1217703
2/9/2025,US,United States of America,AMR,,103436829,,1217703
2/10/2025,US,United States of America,AMR,,103436829,,1217703
2/11/2025,US,United States of America,AMR,,103436829,754,1218457
2/12/2025,US,United States of America,AMR,,103436829,,1218457
2/13/2025,US,United States of America,AMR,,103436829,,1218457
2/14/2025,US,United States of America,AMR,,103436829,,1218457
2/15/2025,US,United States of America,AMR,,103436829,,1218457
2/16/2025,US,United States of America,AMR,,103436829,,1218457
2/17/2025,US,United States of America,AMR,,103436829,,1218457
2/18/2025,US,United States of America,AMR,,103436829,742,1219199
2/19/2025,US,United States of America,AMR,,103436829,,1219199
2/20/2025,US,United States of America,AMR,,103436829,,1219199
2/21/2025,US,United States of America,AMR,,103436829,,1219199
2/22/2025,US,United States of America,AMR,,103436829,,1219199
2/23/2025,US,United States of America,AMR,,103436829,,1219199
2/24/2025,US,United States of America,AMR,,103436829,,1219199
2/25/2025,US,United States of America,AMR,,103436829,704,1219903
2/26/2025,US,United States of America,AMR,,103436829,,1219903
2/27/2025,US,United States of America,AMR,,103436829,,1219903
2/28/2025,US,United States of America,AMR,,103436829,,1219903
3/1/2025,US,United States of America,AMR,,103436829,,1219903
3/2/2025,US,United States of America,AMR,,103436829,,1219903
3/3/2025,US,United States of America,AMR,,103436829,,1219903
3/4/2025,US,United States of America,AMR,,103436829,621,1220524
3/5/2025,US,United States of America,AMR,,103436829,,1220524
3/6/2025,US,United States of America,AMR,,103436829,,1220524
3/7/2025,US,United States of America,AMR,,103436829,,1220524
3/8/2025,US,United States of America,AMR,,103436829,,1220524
3/9/2025,US,United States of America,AMR,,103436829,,1220524
3/10/2025,US,United States of America,AMR,,103436829,,1220524
3/11/2025,US,United States of America,AMR,,103436829,506,1221030
3/12/2025,US,United States of America,AMR,,103436829,,1221030
3/13/2025,US,United States of America,AMR,,103436829,,1221030
3/14/2025,US,United States of America,AMR,,103436829,,1221030
3/15/2025,US,United States of America,AMR,,103436829,,1221030
3/16/2025,US,United States of America,AMR,,103436829,,1221030
3/17/2025,US,United States of America,AMR,,103436829,,1221030
3/18/2025,US,United States of America,AMR,,103436829,475,1221505
3/19/2025,US,United States of America,AMR,,103436829,,1221505
3/20/2025,US,United States of America,AMR,,103436829,,1221505
3/21/2025,US,United States of America,AMR,,103436829,,1221505
3/22/2025,US,United States of America,AMR,,103436829,,1221505
3/23/2025,US,United States of America,AMR,,103436829,,1221505
3/24/2025,US,United States of America,AMR,,103436829,,1221505
3/25/2025,US,United States of America,AMR,,103436829,488,1221993
3/26/2025,US,United States of America,AMR,,103436829,,1221993
3/27/2025,US,United States of America,AMR,,103436829,,1221993
3/28/2025,US,United States of America,AMR,,103436829,,1221993
3/29/2025,US,United States of America,AMR,,103436829,,1221993
3/30/2025,US,United States of America,AMR,,103436829,,1221993
3/31/2025,US,United States of America,AMR,,103436829,,1221993
4/1/2025,US,United States of America,AMR,,103436829,421,1222414
4/2/2025,US,United States of America,AMR,,103436829,,1222414
4/3/2025,US,United States of America,AMR,,103436829,,1222414
4/4/2025,US,United States of America,AMR,,103436829,,1222414
4/5/2025,US,United States of America,AMR,,103436829,,1222414
4/6/2025,US,United States of America,AMR,,103436829,,1222414
4/7/2025,US,United States of America,AMR,,103436829,,1222414
4/8/2025,US,United States of America,AMR,,103436829,374,1222788
4/9/2025,US,United States of America,AMR,,103436829,,1222788
4/10/2025,US,United States of America,AMR,,103436829,,1222788
4/11/2025,US,United States of America,AMR,,103436829,,1222788
4/12/2025,US,United States of America,AMR,,103436829,,1222788
4/13/2025,US,United States of America,AMR,,103436829,,1222788
4/14/2025,US,United States of America,AMR,,103436829,,1222788
4/15/2025,US,United States of America,AMR,,103436829,392,1223180
4/16/2025,US,United States of America,AMR,,103436829,,1223180
4/17/2025,US,United States of America,AMR,,103436829,,1223180
4/18/2025,US,United States of America,AMR,,103436829,,1223180
4/19/2025,US,United States of America,AMR,,103436829,,1223180
4/20/2025,US,United States of America,AMR,,103436829,,1223180
4/21/2025,US,United States of America,AMR,,103436829,,1223180
4/22/2025,US,United States of America,AMR,,103436829,337,1223517
4/23/2025,US,United States of America,AMR,,103436829,,1223517
4/24/2025,US,United States of America,AMR,,103436829,,1223517
4/25/2025,US,United States of America,AMR,,103436829,,1223517
4/26/2025,US,United States of America,AMR,,103436829,,1223517
4/27/2025,US,United States of America,AMR,,103436829,,1223517
4/28/2025,US,United States of America,AMR,,103436829,,1223517
4/29/2025,US,United States of America,AMR,,103436829,299,1223816
4/30/2025,US,United States of America,AMR,,103436829,,1223816
5/1/2025,US,United States of America,AMR,,103436829,,1223816
5/2/2025,US,United States of America,AMR,,103436829,,1223816
5/3/2025,US,United States of America,AMR,,103436829,,1223816
5/4/2025,US,United States of America,AMR,,103436829,,1223816
5/5/2025,US,United States of America,AMR,,103436829,,1223816
5/6/2025,US,United States of America,AMR,,103436829,266,1224082
5/7/2025,US,United States of America,AMR,,103436829,,1224082
5/8/2025,US,United States of America,AMR,,103436829,,1224082
5/9/2025,US,United States of America,AMR,,103436829,,1224082
5/10/2025,US,United States of America,AMR,,103436829,,1224082
5/11/2025,US,United States of America,AMR,,103436829,,1224082
5/12/2025,US,United States of America,AMR,,103436829,,1224082
5/13/2025,US,United States of America,AMR,,103436829,236,1224318
5/14/2025,US,United States of America,AMR,,103436829,,1224318
5/15/2025,US,United States of America,AMR,,103436829,,1224318
5/16/2025,US,United States of America,AMR,,103436829,,1224318
5/17/2025,US,United States of America,AMR,,103436829,,1224318
5/18/2025,US,United States of America,AMR,,103436829,,1224318
5/19/2025,US,United States of America,AMR,,103436829,,1224318
5/20/2025,US,United States of America,AMR,,103436829,195,1224513
5/21/2025,US,United States of America,AMR,,103436829,,1224513
5/22/2025,US,United States of America,AMR,,103436829,,1224513
5/23/2025,US,United States of America,AMR,,103436829,,1224513
5/24/2025,US,United States of America,AMR,,103436829,,1224513
5/25/2025,US,United States of America,AMR,,103436829,,1224513
5/26/2025,US,United States of America,AMR,,103436829,,1224513
5/27/2025,US,United States of America,AMR,,103436829,212,1224725
5/28/2025,US,United States of America,AMR,,103436829,,1224725
5/29/2025,US,United States of America,AMR,,103436829,,1224725
5/30/2025,US,United States of America,AMR,,103436829,,1224725
5/31/2025,US,United States of America,AMR,,103436829,,1224725
6/1/2025,US,United States of America,AMR,,103436829,,1224725
6/2/2025,US,United States of America,AMR,,103436829,,1224725
6/3/2025,US,United States of America,AMR,,103436829,196,1224921
6/4/2025,US,United States of America,AMR,,103436829,,1224921
6/5/2025,US,United States of America,AMR,,103436829,,1224921
6/6/2025,US,United States of America,AMR,,103436829,,1224921
6/7/2025,US,United States of America,AMR,,103436829,,1224921
6/8/2025,US,United States of America,AMR,,103436829,,1224921
6/9/2025,US,United States of America,AMR,,103436829,,1224921
6/10/2025,US,United States of America,AMR,,103436829,170,1225091
6/11/2025,US,United States of America,AMR,,103436829,,1225091
6/12/2025,US,United States of America,AMR,,103436829,,1225091
6/13/2025,US,United States of America,AMR,,103436829,,1225091
6/14/2025,US,United States of America,AMR,,103436829,,1225091
6/15/2025,US,United States of America,AMR,,103436829,,1225091
6/16/2025,US,United States of America,AMR,,103436829,,1225091
6/17/2025,US,United States of America,AMR,,103436829,187,1225278
6/18/2025,US,United States of America,AMR,,103436829,,1225278
6/19/2025,US,United States of America,AMR,,103436829,,1225278
6/20/2025,US,United States of America,AMR,,103436829,,1225278
6/21/2025,US,United States of America,AMR,,103436829,,1225278
6/22/2025,US,United States of America,AMR,,103436829,,1225278
6/23/2025,US,United States of America,AMR,,103436829,,1225278
6/24/2025,US,United States of America,AMR,,103436829,167,1225445
6/25/2025,US,United States of America,AMR,,103436829,,1225445
6/26/2025,US,United States of America,AMR,,103436829,,1225445
6/27/2025,US,United States of America,AMR,,103436829,,1225445
6/28/2025,US,United States of America,AMR,,103436829,,1225445
6/29/2025,US,United States of America,AMR,,103436829,,1225445
6/30/2025,US,United States of America,AMR,,103436829,,1225445
7/1/2025,US,United States of America,AMR,,103436829,194,1225639
7/2/2025,US,United States of America,AMR,,103436829,,1225639
7/3/2025,US,United States of America,AMR,,103436829,,1225639
7/4/2025,US,United States of America,AMR,,103436829,,1225639
7/5/2025,US,United States of America,AMR,,103436829,,1225639
7/6/2025,US,United States of America,AMR,,103436829,,1225639
7/7/2025,US,United States of America,AMR,,103436829,,1225639
7/8/2025,US,United States of America,AMR,,103436829,172,1225811
7/9/2025,US,United States of America,AMR,,103436829,,1225811
7/10/2025,US,United States of America,AMR,,103436829,,1225811
7/11/2025,US,United States of America,AMR,,103436829,,1225811
7/12/2025,US,United States of America,AMR,,103436829,,1225811
7/13/2025,US,United States of America,AMR,,103436829,,1225811
7/14/2025,US,United States of America,AMR,,103436829,,1225811
7/15/2025,US,United States of America,AMR,,103436829,188,1225999
7/16/2025,US,United States of America,AMR,,103436829,,1225999
7/17/2025,US,United States of America,AMR,,103436829,,1225999
7/18/2025,US,United States of America,AMR,,103436829,,1225999
7/19/2025,US,United States of America,AMR,,103436829,,1225999
7/20/2025,US,United States of America,AMR,,103436829,,1225999
7/21/2025,US,United States of America,AMR,,103436829,,1225999
7/22/2025,US,United States of America,AMR,,103436829,188,1226187
7/23/2025,US,United States of America,AMR,,103436829,,1226187
7/24/2025,US,United States of America,AMR,,103436829,,1226187
7/25/2025,US,United States of America,AMR,,103436829,,1226187
7/26/2025,US,United States of America,AMR,,103436829,,1226187
7/27/2025,US,United States of America,AMR,,103436829,,1226187
7/28/2025,US,United States of America,AMR,,103436829,,1226187
7/29/2025,US,United States of America,AMR,,103436829,215,1226402
7/30/2025,US,United States of America,AMR,,103436829,,1226402
7/31/2025,US,United States of America,AMR,,103436829,,1226402
8/1/2025,US,United States of America,AMR,,103436829,,1226402
8/2/2025,US,United States of America,AMR,,103436829,,1226402
8/3/2025,US,United States of America,AMR,,103436829,,1226402
8/4/2025,US,United States of America,AMR,,103436829,,1226402
8/5/2025,US,United States of America,AMR,,103436829,222,1226624
